PetID,Pet Name,Species,Breed,Age,Gender,Symptoms,Disease,Treatment Date,Medicines
1464,David,Cat,Siamese,11,Female,Vomiting,Myxomatosis,2022-06-20,Deworming Medication
1464,David,Cat,Siamese,11,Female,Diarrhea,Wet Tail,2023-10-19,Pain Relievers
1464,David,Cat,Siamese,11,Female,Diarrhea,Psittacosis,2021-06-19,Anti-inflammatory
1464,David,Cat,Siamese,11,Female,Lethargy,Rabies,2021-03-15,Deworming Medication
1464,David,Cat,Siamese,11,Female,Limping,Psittacosis,2021-05-22,Vitamins
1464,David,Cat,Siamese,11,Female,Lethargy,Rabies,2023-05-13,Deworming Medication
1465,Brandon,Hamster,Dwarf Winter White Russian,6,Female,Loss of Appetite,Rabies,2020-07-21,Antibiotics
1465,Brandon,Hamster,Dwarf Winter White Russian,6,Female,Itching,Wet Tail,2023-08-04,Pain Relievers
1465,Brandon,Hamster,Dwarf Winter White Russian,6,Female,Lethargy,Distemper,2021-07-29,Vitamins
1466,Daniel,Bird,Canary,11,Male,Loss of Appetite,Parvovirus,2020-08-20,Anti-inflammatory
1467,Charles,Dog,Beagle,13,Male,Sneezing,Psittacosis,2024-06-02,Deworming Medication
1468,Charles,Bird,Canary,8,Male,Loss of Appetite,Myxomatosis,2022-07-10,Vitamins
1468,Charles,Bird,Canary,8,Male,Limping,Myxomatosis,2023-03-01,Vitamins
1468,Charles,Bird,Canary,8,Male,Lethargy,Psittacosis,2022-11-25,Vitamins
1469,Jennifer,Cat,Siamese,7,Male,Itching,Wet Tail,2021-04-10,Antibiotics
1469,Jennifer,Cat,Siamese,7,Male,Loss of Appetite,Distemper,2020-08-23,Pain Relievers
1470,Jeffrey,Cat,Ragdoll,13,Male,Lethargy,Wet Tail,2020-08-08,Anti-inflammatory
1471,Kayla,Bird,Finch,14,Male,Diarrhea,Rabies,2024-01-19,Deworming Medication
1471,Kayla,Bird,Finch,14,Male,Diarrhea,Rabies,2022-11-02,Vitamins
1471,Kayla,Bird,Finch,14,Male,Limping,Rabies,2024-02-10,Anti-inflammatory
1471,Kayla,Bird,Finch,14,Male,Vomiting,Wet Tail,2021-12-12,Antibiotics
1471,Kayla,Bird,Finch,14,Male,Vomiting,Feline Leukemia,2020-06-01,Antibiotics
1471,Kayla,Bird,Finch,14,Male,Limping,Rabies,2021-10-20,Antibiotics
1471,Kayla,Bird,Finch,14,Male,Vomiting,Psittacosis,2021-10-07,Pain Relievers
1471,Kayla,Bird,Finch,14,Male,Sneezing,Feline Leukemia,2022-10-07,Anti-inflammatory
1471,Kayla,Bird,Finch,14,Male,Loss of Appetite,Feline Leukemia,2022-04-28,Deworming Medication
1472,Christine,Cat,Maine Coon,10,Female,Diarrhea,Myxomatosis,2023-11-03,Vitamins
1472,Christine,Cat,Maine Coon,10,Female,Diarrhea,Feline Leukemia,2023-11-13,Pain Relievers
1472,Christine,Cat,Maine Coon,10,Female,Coughing,Myxomatosis,2022-03-03,Deworming Medication
1472,Christine,Cat,Maine Coon,10,Female,Vomiting,Rabies,2024-01-25,Deworming Medication
1473,Mitchell,Cat,Maine Coon,1,Female,Sneezing,Psittacosis,2021-01-17,Deworming Medication
1473,Mitchell,Cat,Maine Coon,1,Female,Diarrhea,Wet Tail,2021-01-11,Pain Relievers
1473,Mitchell,Cat,Maine Coon,1,Female,Limping,Rabies,2022-11-08,Anti-inflammatory
1473,Mitchell,Cat,Maine Coon,1,Female,Vomiting,Rabies,2022-05-14,Antibiotics
1474,Jake,Bird,Lovebird,3,Female,Diarrhea,Parvovirus,2024-06-21,Anti-inflammatory
1474,Jake,Bird,Lovebird,3,Female,Coughing,Wet Tail,2021-03-17,Anti-inflammatory
1475,Scott,Rabbit,Mini Rex,9,Male,Coughing,Wet Tail,2022-05-02,Pain Relievers
1475,Scott,Rabbit,Mini Rex,9,Male,Itching,Feline Leukemia,2022-12-09,Antibiotics
1475,Scott,Rabbit,Mini Rex,9,Male,Diarrhea,Psittacosis,2023-01-30,Anti-inflammatory
1476,Craig,Hamster,Syrian,12,Female,Sneezing,Distemper,2021-04-17,Deworming Medication
1476,Craig,Hamster,Syrian,12,Female,Lethargy,Parvovirus,2023-01-25,Vitamins
1476,Craig,Hamster,Syrian,12,Female,Coughing,Myxomatosis,2022-01-25,Antibiotics
1477,Amanda,Dog,German Shepherd,6,Male,Loss of Appetite,Wet Tail,2022-10-24,Anti-inflammatory
1477,Amanda,Dog,German Shepherd,6,Male,Sneezing,Distemper,2022-02-08,Anti-inflammatory
1477,Amanda,Dog,German Shepherd,6,Male,Itching,Feline Leukemia,2020-07-05,Vitamins
1477,Amanda,Dog,German Shepherd,6,Male,Limping,Feline Leukemia,2021-04-16,Vitamins
1477,Amanda,Dog,German Shepherd,6,Male,Limping,Feline Leukemia,2020-10-06,Pain Relievers
1477,Amanda,Dog,German Shepherd,6,Male,Itching,Rabies,2020-09-27,Antibiotics
1478,Jacob,Hamster,Syrian,6,Male,Loss of Appetite,Distemper,2020-08-31,Anti-inflammatory
1478,Jacob,Hamster,Syrian,6,Male,Limping,Distemper,2020-06-11,Anti-inflammatory
1478,Jacob,Hamster,Syrian,6,Male,Itching,Parvovirus,2022-02-07,Deworming Medication
1478,Jacob,Hamster,Syrian,6,Male,Diarrhea,Distemper,2022-12-13,Vitamins
1478,Jacob,Hamster,Syrian,6,Male,Lethargy,Feline Leukemia,2022-09-19,Vitamins
1478,Jacob,Hamster,Syrian,6,Male,Sneezing,Rabies,2022-03-14,Vitamins
1478,Jacob,Hamster,Syrian,6,Male,Limping,Feline Leukemia,2020-07-21,Deworming Medication
1479,Erik,Dog,Bulldog,13,Female,Loss of Appetite,Parvovirus,2023-10-25,Antibiotics
1479,Erik,Dog,Bulldog,13,Female,Limping,Wet Tail,2020-10-12,Pain Relievers
1479,Erik,Dog,Bulldog,13,Female,Vomiting,Parvovirus,2021-05-18,Deworming Medication
1480,Robert,Hamster,Roborovski,12,Male,Loss of Appetite,Parvovirus,2023-12-27,Pain Relievers
1480,Robert,Hamster,Roborovski,12,Male,Itching,Distemper,2021-02-21,Antibiotics
1480,Robert,Hamster,Roborovski,12,Male,Sneezing,Parvovirus,2023-07-02,Antibiotics
1480,Robert,Hamster,Roborovski,12,Male,Coughing,Psittacosis,2021-11-24,Deworming Medication
1481,Kristin,Dog,Bulldog,10,Male,Loss of Appetite,Psittacosis,2021-09-05,Deworming Medication
1481,Kristin,Dog,Bulldog,10,Male,Lethargy,Parvovirus,2020-06-14,Pain Relievers
1481,Kristin,Dog,Bulldog,10,Male,Lethargy,Feline Leukemia,2023-04-04,Vitamins
1481,Kristin,Dog,Bulldog,10,Male,Coughing,Distemper,2022-05-13,Antibiotics
1481,Kristin,Dog,Bulldog,10,Male,Diarrhea,Rabies,2024-04-14,Anti-inflammatory
1481,Kristin,Dog,Bulldog,10,Male,Vomiting,Distemper,2021-02-07,Anti-inflammatory
1481,Kristin,Dog,Bulldog,10,Male,Lethargy,Wet Tail,2020-10-25,Deworming Medication
1481,Kristin,Dog,Bulldog,10,Male,Loss of Appetite,Rabies,2022-03-24,Vitamins
1482,Emma,Hamster,Dwarf Winter White Russian,15,Male,Loss of Appetite,Myxomatosis,2020-03-02,Antibiotics
1482,Emma,Hamster,Dwarf Winter White Russian,15,Male,Loss of Appetite,Wet Tail,2020-03-05,Anti-inflammatory
1483,Amanda,Hamster,Dwarf Campbell Russian,9,Male,Diarrhea,Myxomatosis,2023-01-30,Antibiotics
1483,Amanda,Hamster,Dwarf Campbell Russian,9,Male,Lethargy,Distemper,2021-09-10,Anti-inflammatory
1483,Amanda,Hamster,Dwarf Campbell Russian,9,Male,Itching,Distemper,2021-11-26,Anti-inflammatory
1483,Amanda,Hamster,Dwarf Campbell Russian,9,Male,Diarrhea,Distemper,2021-12-16,Vitamins
1483,Amanda,Hamster,Dwarf Campbell Russian,9,Male,Diarrhea,Distemper,2024-02-29,Deworming Medication
1484,Richard,Rabbit,Flemish Giant,14,Female,Coughing,Myxomatosis,2022-01-26,Vitamins
1484,Richard,Rabbit,Flemish Giant,14,Female,Loss of Appetite,Rabies,2022-12-26,Anti-inflammatory
1484,Richard,Rabbit,Flemish Giant,14,Female,Loss of Appetite,Psittacosis,2020-11-11,Pain Relievers
1484,Richard,Rabbit,Flemish Giant,14,Female,Vomiting,Psittacosis,2020-12-08,Antibiotics
1484,Richard,Rabbit,Flemish Giant,14,Female,Sneezing,Myxomatosis,2020-03-22,Vitamins
1485,Robert,Dog,Labrador Retriever,7,Female,Sneezing,Psittacosis,2020-01-17,Vitamins
1485,Robert,Dog,Labrador Retriever,7,Female,Lethargy,Feline Leukemia,2020-10-17,Vitamins
1485,Robert,Dog,Labrador Retriever,7,Female,Itching,Psittacosis,2020-05-16,Pain Relievers
1485,Robert,Dog,Labrador Retriever,7,Female,Loss of Appetite,Myxomatosis,2023-05-13,Anti-inflammatory
1486,Kristen,Cat,Siamese,5,Male,Limping,Rabies,2023-11-14,Vitamins
1486,Kristen,Cat,Siamese,5,Male,Limping,Wet Tail,2020-09-15,Pain Relievers
1486,Kristen,Cat,Siamese,5,Male,Sneezing,Parvovirus,2023-09-16,Vitamins
1486,Kristen,Cat,Siamese,5,Male,Sneezing,Distemper,2020-04-13,Vitamins
1486,Kristen,Cat,Siamese,5,Male,Coughing,Parvovirus,2020-04-25,Anti-inflammatory
1486,Kristen,Cat,Siamese,5,Male,Loss of Appetite,Distemper,2021-07-19,Deworming Medication
1486,Kristen,Cat,Siamese,5,Male,Lethargy,Rabies,2021-07-22,Vitamins
1486,Kristen,Cat,Siamese,5,Male,Vomiting,Wet Tail,2022-09-13,Vitamins
1486,Kristen,Cat,Siamese,5,Male,Sneezing,Myxomatosis,2024-07-13,Deworming Medication
1487,Joshua,Dog,Labrador Retriever,11,Male,Loss of Appetite,Psittacosis,2022-01-02,Deworming Medication
1487,Joshua,Dog,Labrador Retriever,11,Male,Diarrhea,Feline Leukemia,2021-08-11,Vitamins
1487,Joshua,Dog,Labrador Retriever,11,Male,Itching,Distemper,2022-09-13,Deworming Medication
1487,Joshua,Dog,Labrador Retriever,11,Male,Loss of Appetite,Myxomatosis,2020-10-12,Pain Relievers
1487,Joshua,Dog,Labrador Retriever,11,Male,Coughing,Myxomatosis,2024-03-01,Antibiotics
1487,Joshua,Dog,Labrador Retriever,11,Male,Diarrhea,Parvovirus,2021-02-08,Anti-inflammatory
1487,Joshua,Dog,Labrador Retriever,11,Male,Vomiting,Parvovirus,2021-08-31,Deworming Medication
1487,Joshua,Dog,Labrador Retriever,11,Male,Vomiting,Feline Leukemia,2020-03-20,Pain Relievers
1487,Joshua,Dog,Labrador Retriever,11,Male,Lethargy,Feline Leukemia,2022-07-09,Vitamins
1488,Michael,Cat,Ragdoll,6,Male,Sneezing,Wet Tail,2020-12-09,Deworming Medication
1488,Michael,Cat,Ragdoll,6,Male,Lethargy,Myxomatosis,2022-04-02,Vitamins
1488,Michael,Cat,Ragdoll,6,Male,Vomiting,Distemper,2022-07-04,Deworming Medication
1488,Michael,Cat,Ragdoll,6,Male,Lethargy,Psittacosis,2023-02-16,Vitamins
1488,Michael,Cat,Ragdoll,6,Male,Diarrhea,Distemper,2024-06-01,Anti-inflammatory
1488,Michael,Cat,Ragdoll,6,Male,Coughing,Psittacosis,2021-02-02,Vitamins
1489,Katherine,Dog,Labrador Retriever,6,Male,Diarrhea,Parvovirus,2021-01-21,Deworming Medication
1489,Katherine,Dog,Labrador Retriever,6,Male,Diarrhea,Rabies,2020-12-29,Deworming Medication
1489,Katherine,Dog,Labrador Retriever,6,Male,Itching,Myxomatosis,2023-06-30,Anti-inflammatory
1490,Dennis,Rabbit,Mini Rex,15,Male,Lethargy,Myxomatosis,2021-07-11,Deworming Medication
1490,Dennis,Rabbit,Mini Rex,15,Male,Coughing,Distemper,2022-01-31,Deworming Medication
1490,Dennis,Rabbit,Mini Rex,15,Male,Vomiting,Myxomatosis,2020-02-23,Anti-inflammatory
1490,Dennis,Rabbit,Mini Rex,15,Male,Loss of Appetite,Distemper,2022-10-11,Pain Relievers
1491,Gloria,Cat,Maine Coon,4,Male,Loss of Appetite,Wet Tail,2023-05-11,Pain Relievers
1491,Gloria,Cat,Maine Coon,4,Male,Limping,Distemper,2022-07-12,Vitamins
1491,Gloria,Cat,Maine Coon,4,Male,Coughing,Rabies,2021-11-11,Vitamins
1491,Gloria,Cat,Maine Coon,4,Male,Loss of Appetite,Distemper,2024-06-11,Deworming Medication
1491,Gloria,Cat,Maine Coon,4,Male,Sneezing,Rabies,2024-04-10,Anti-inflammatory
1491,Gloria,Cat,Maine Coon,4,Male,Diarrhea,Parvovirus,2024-04-15,Deworming Medication
1491,Gloria,Cat,Maine Coon,4,Male,Vomiting,Wet Tail,2022-12-16,Deworming Medication
1491,Gloria,Cat,Maine Coon,4,Male,Diarrhea,Wet Tail,2024-03-30,Antibiotics
1492,Richard,Dog,Golden Retriever,8,Male,Diarrhea,Parvovirus,2022-09-20,Antibiotics
1492,Richard,Dog,Golden Retriever,8,Male,Diarrhea,Parvovirus,2022-10-20,Pain Relievers
1492,Richard,Dog,Golden Retriever,8,Male,Sneezing,Psittacosis,2020-05-23,Antibiotics
1492,Richard,Dog,Golden Retriever,8,Male,Sneezing,Wet Tail,2020-10-27,Pain Relievers
1492,Richard,Dog,Golden Retriever,8,Male,Sneezing,Feline Leukemia,2022-09-22,Deworming Medication
1493,Tiffany,Bird,Canary,8,Female,Vomiting,Parvovirus,2020-06-10,Anti-inflammatory
1493,Tiffany,Bird,Canary,8,Female,Coughing,Distemper,2021-01-30,Pain Relievers
1494,Kimberly,Hamster,Chinese,5,Male,Loss of Appetite,Myxomatosis,2021-10-28,Antibiotics
1494,Kimberly,Hamster,Chinese,5,Male,Itching,Myxomatosis,2021-07-27,Antibiotics
1495,Jesse,Hamster,Syrian,3,Female,Sneezing,Parvovirus,2022-07-19,Vitamins
1495,Jesse,Hamster,Syrian,3,Female,Vomiting,Wet Tail,2023-08-29,Vitamins
1495,Jesse,Hamster,Syrian,3,Female,Coughing,Myxomatosis,2023-05-18,Antibiotics
1495,Jesse,Hamster,Syrian,3,Female,Sneezing,Rabies,2021-05-14,Pain Relievers
1495,Jesse,Hamster,Syrian,3,Female,Itching,Wet Tail,2024-05-22,Antibiotics
1495,Jesse,Hamster,Syrian,3,Female,Itching,Myxomatosis,2021-10-03,Anti-inflammatory
1495,Jesse,Hamster,Syrian,3,Female,Lethargy,Psittacosis,2024-05-08,Antibiotics
1495,Jesse,Hamster,Syrian,3,Female,Sneezing,Rabies,2020-11-26,Deworming Medication
1495,Jesse,Hamster,Syrian,3,Female,Coughing,Wet Tail,2024-06-02,Antibiotics
1496,Zachary,Dog,Bulldog,2,Female,Diarrhea,Psittacosis,2021-01-11,Vitamins
1496,Zachary,Dog,Bulldog,2,Female,Loss of Appetite,Myxomatosis,2024-01-30,Deworming Medication
1496,Zachary,Dog,Bulldog,2,Female,Lethargy,Distemper,2021-07-25,Vitamins
1496,Zachary,Dog,Bulldog,2,Female,Lethargy,Psittacosis,2023-06-15,Antibiotics
1496,Zachary,Dog,Bulldog,2,Female,Sneezing,Rabies,2024-04-12,Antibiotics
1496,Zachary,Dog,Bulldog,2,Female,Itching,Wet Tail,2024-07-12,Anti-inflammatory
1496,Zachary,Dog,Bulldog,2,Female,Diarrhea,Distemper,2024-01-06,Deworming Medication
1496,Zachary,Dog,Bulldog,2,Female,Itching,Myxomatosis,2023-06-27,Antibiotics
1496,Zachary,Dog,Bulldog,2,Female,Lethargy,Parvovirus,2023-02-21,Deworming Medication
1497,Michael,Bird,Parakeet,1,Male,Sneezing,Myxomatosis,2021-06-05,Deworming Medication
1497,Michael,Bird,Parakeet,1,Male,Diarrhea,Feline Leukemia,2020-09-13,Deworming Medication
1497,Michael,Bird,Parakeet,1,Male,Loss of Appetite,Parvovirus,2023-09-17,Antibiotics
1497,Michael,Bird,Parakeet,1,Male,Vomiting,Feline Leukemia,2023-02-26,Antibiotics
1497,Michael,Bird,Parakeet,1,Male,Loss of Appetite,Wet Tail,2023-11-26,Pain Relievers
1498,Anna,Rabbit,Holland Lop,12,Female,Itching,Myxomatosis,2023-10-04,Anti-inflammatory
1498,Anna,Rabbit,Holland Lop,12,Female,Lethargy,Distemper,2023-09-15,Anti-inflammatory
1498,Anna,Rabbit,Holland Lop,12,Female,Limping,Psittacosis,2022-12-30,Anti-inflammatory
1498,Anna,Rabbit,Holland Lop,12,Female,Limping,Feline Leukemia,2020-04-26,Vitamins
1499,Monica,Rabbit,Mini Rex,6,Female,Vomiting,Parvovirus,2023-04-20,Pain Relievers
1499,Monica,Rabbit,Mini Rex,6,Female,Itching,Myxomatosis,2023-05-13,Anti-inflammatory
1499,Monica,Rabbit,Mini Rex,6,Female,Vomiting,Psittacosis,2024-06-16,Pain Relievers
1499,Monica,Rabbit,Mini Rex,6,Female,Diarrhea,Parvovirus,2020-12-17,Anti-inflammatory
1499,Monica,Rabbit,Mini Rex,6,Female,Lethargy,Feline Leukemia,2021-12-11,Antibiotics
1499,Monica,Rabbit,Mini Rex,6,Female,Loss of Appetite,Distemper,2021-03-07,Antibiotics
1499,Monica,Rabbit,Mini Rex,6,Female,Coughing,Wet Tail,2023-07-21,Vitamins
1500,Sarah,Rabbit,Flemish Giant,7,Male,Itching,Psittacosis,2020-07-29,Pain Relievers
1500,Sarah,Rabbit,Flemish Giant,7,Male,Loss of Appetite,Distemper,2024-06-02,Antibiotics
1500,Sarah,Rabbit,Flemish Giant,7,Male,Coughing,Feline Leukemia,2024-03-04,Vitamins
1500,Sarah,Rabbit,Flemish Giant,7,Male,Sneezing,Wet Tail,2021-09-14,Pain Relievers
1501,Michelle,Bird,Parakeet,7,Male,Limping,Myxomatosis,2020-08-06,Antibiotics
1502,William,Bird,Finch,13,Female,Vomiting,Feline Leukemia,2023-03-01,Deworming Medication
1502,William,Bird,Finch,13,Female,Lethargy,Feline Leukemia,2020-12-09,Antibiotics
1502,William,Bird,Finch,13,Female,Vomiting,Parvovirus,2023-04-09,Anti-inflammatory
1502,William,Bird,Finch,13,Female,Coughing,Psittacosis,2020-04-16,Deworming Medication
1502,William,Bird,Finch,13,Female,Limping,Psittacosis,2020-12-18,Pain Relievers
1502,William,Bird,Finch,13,Female,Itching,Psittacosis,2022-07-29,Pain Relievers
1502,William,Bird,Finch,13,Female,Coughing,Psittacosis,2024-06-03,Anti-inflammatory
1502,William,Bird,Finch,13,Female,Sneezing,Psittacosis,2020-10-01,Antibiotics
1503,Robert,Bird,Finch,2,Female,Vomiting,Rabies,2024-05-06,Vitamins
1503,Robert,Bird,Finch,2,Female,Sneezing,Myxomatosis,2022-10-14,Antibiotics
1503,Robert,Bird,Finch,2,Female,Itching,Myxomatosis,2023-07-14,Antibiotics
1503,Robert,Bird,Finch,2,Female,Loss of Appetite,Psittacosis,2020-12-06,Anti-inflammatory
1503,Robert,Bird,Finch,2,Female,Coughing,Wet Tail,2023-05-29,Pain Relievers
1503,Robert,Bird,Finch,2,Female,Lethargy,Parvovirus,2020-10-24,Antibiotics
1503,Robert,Bird,Finch,2,Female,Itching,Distemper,2023-06-21,Anti-inflammatory
1503,Robert,Bird,Finch,2,Female,Vomiting,Myxomatosis,2022-10-18,Antibiotics
1504,Joseph,Cat,Bengal,12,Male,Diarrhea,Myxomatosis,2021-07-18,Anti-inflammatory
1504,Joseph,Cat,Bengal,12,Male,Sneezing,Feline Leukemia,2020-02-03,Pain Relievers
1504,Joseph,Cat,Bengal,12,Male,Limping,Distemper,2021-03-28,Anti-inflammatory
1504,Joseph,Cat,Bengal,12,Male,Loss of Appetite,Rabies,2020-03-10,Antibiotics
1504,Joseph,Cat,Bengal,12,Male,Vomiting,Psittacosis,2020-07-19,Pain Relievers
1504,Joseph,Cat,Bengal,12,Male,Vomiting,Distemper,2021-03-15,Deworming Medication
1504,Joseph,Cat,Bengal,12,Male,Lethargy,Myxomatosis,2024-02-19,Deworming Medication
1504,Joseph,Cat,Bengal,12,Male,Itching,Wet Tail,2023-10-24,Anti-inflammatory
1504,Joseph,Cat,Bengal,12,Male,Lethargy,Parvovirus,2023-04-02,Anti-inflammatory
1505,Brandon,Bird,Lovebird,14,Female,Itching,Feline Leukemia,2023-01-12,Vitamins
1506,Danielle,Cat,Bengal,14,Female,Coughing,Myxomatosis,2020-02-24,Vitamins
1507,Scott,Bird,Cockatiel,5,Male,Itching,Wet Tail,2024-06-15,Anti-inflammatory
1507,Scott,Bird,Cockatiel,5,Male,Limping,Wet Tail,2023-11-01,Deworming Medication
1507,Scott,Bird,Cockatiel,5,Male,Vomiting,Wet Tail,2021-07-10,Pain Relievers
1507,Scott,Bird,Cockatiel,5,Male,Lethargy,Distemper,2020-09-27,Deworming Medication
1507,Scott,Bird,Cockatiel,5,Male,Itching,Myxomatosis,2021-11-13,Anti-inflammatory
1508,Frank,Cat,Ragdoll,5,Male,Vomiting,Rabies,2020-01-11,Deworming Medication
1508,Frank,Cat,Ragdoll,5,Male,Coughing,Distemper,2020-05-29,Pain Relievers
1508,Frank,Cat,Ragdoll,5,Male,Coughing,Wet Tail,2022-04-21,Antibiotics
1508,Frank,Cat,Ragdoll,5,Male,Sneezing,Rabies,2021-07-05,Deworming Medication
1508,Frank,Cat,Ragdoll,5,Male,Diarrhea,Feline Leukemia,2023-04-13,Anti-inflammatory
1509,David,Rabbit,Holland Lop,15,Female,Sneezing,Myxomatosis,2021-02-14,Vitamins
1509,David,Rabbit,Holland Lop,15,Female,Limping,Myxomatosis,2022-10-14,Pain Relievers
1509,David,Rabbit,Holland Lop,15,Female,Vomiting,Wet Tail,2020-11-10,Antibiotics
1509,David,Rabbit,Holland Lop,15,Female,Itching,Parvovirus,2023-05-06,Anti-inflammatory
1510,Charles,Cat,Persian,11,Female,Limping,Distemper,2023-06-21,Pain Relievers
1510,Charles,Cat,Persian,11,Female,Sneezing,Rabies,2021-09-08,Anti-inflammatory
1510,Charles,Cat,Persian,11,Female,Sneezing,Rabies,2023-09-03,Antibiotics
1510,Charles,Cat,Persian,11,Female,Diarrhea,Wet Tail,2021-10-23,Vitamins
1510,Charles,Cat,Persian,11,Female,Limping,Distemper,2024-05-25,Antibiotics
1510,Charles,Cat,Persian,11,Female,Vomiting,Wet Tail,2021-07-24,Deworming Medication
1510,Charles,Cat,Persian,11,Female,Loss of Appetite,Rabies,2021-10-04,Deworming Medication
1511,Amber,Dog,Golden Retriever,4,Male,Sneezing,Rabies,2022-12-31,Vitamins
1511,Amber,Dog,Golden Retriever,4,Male,Diarrhea,Wet Tail,2022-09-14,Vitamins
1512,Kelly,Hamster,Dwarf Campbell Russian,5,Female,Loss of Appetite,Distemper,2023-05-22,Deworming Medication
1513,Gary,Bird,Finch,13,Female,Diarrhea,Rabies,2023-12-07,Anti-inflammatory
1513,Gary,Bird,Finch,13,Female,Coughing,Wet Tail,2021-08-03,Antibiotics
1513,Gary,Bird,Finch,13,Female,Limping,Psittacosis,2023-05-27,Pain Relievers
1513,Gary,Bird,Finch,13,Female,Limping,Wet Tail,2020-12-25,Deworming Medication
1513,Gary,Bird,Finch,13,Female,Itching,Feline Leukemia,2023-11-04,Vitamins
1513,Gary,Bird,Finch,13,Female,Sneezing,Rabies,2022-08-14,Vitamins
1513,Gary,Bird,Finch,13,Female,Vomiting,Wet Tail,2023-09-22,Vitamins
1513,Gary,Bird,Finch,13,Female,Lethargy,Psittacosis,2020-10-19,Vitamins
1514,Joseph,Bird,Canary,5,Female,Diarrhea,Feline Leukemia,2024-04-22,Vitamins
1514,Joseph,Bird,Canary,5,Female,Coughing,Feline Leukemia,2022-12-06,Vitamins
1514,Joseph,Bird,Canary,5,Female,Itching,Feline Leukemia,2022-03-15,Vitamins
1514,Joseph,Bird,Canary,5,Female,Itching,Rabies,2022-10-22,Anti-inflammatory
1514,Joseph,Bird,Canary,5,Female,Itching,Feline Leukemia,2022-02-23,Deworming Medication
1515,Michael,Bird,Canary,7,Female,Loss of Appetite,Feline Leukemia,2022-03-31,Deworming Medication
1515,Michael,Bird,Canary,7,Female,Vomiting,Distemper,2021-03-23,Anti-inflammatory
1515,Michael,Bird,Canary,7,Female,Sneezing,Distemper,2020-04-26,Antibiotics
1516,Michael,Rabbit,Mini Rex,13,Male,Diarrhea,Parvovirus,2023-10-06,Anti-inflammatory
1517,Jason,Hamster,Chinese,3,Male,Sneezing,Wet Tail,2021-10-20,Deworming Medication
1518,Ann,Hamster,Roborovski,15,Male,Sneezing,Wet Tail,2020-01-20,Vitamins
1519,Jesus,Dog,Bulldog,11,Male,Loss of Appetite,Myxomatosis,2020-03-10,Pain Relievers
1519,Jesus,Dog,Bulldog,11,Male,Sneezing,Feline Leukemia,2020-09-20,Pain Relievers
1519,Jesus,Dog,Bulldog,11,Male,Lethargy,Parvovirus,2022-10-29,Anti-inflammatory
1519,Jesus,Dog,Bulldog,11,Male,Coughing,Distemper,2023-04-11,Vitamins
1519,Jesus,Dog,Bulldog,11,Male,Itching,Parvovirus,2023-03-14,Anti-inflammatory
1519,Jesus,Dog,Bulldog,11,Male,Vomiting,Rabies,2022-11-23,Vitamins
1519,Jesus,Dog,Bulldog,11,Male,Lethargy,Feline Leukemia,2022-03-21,Antibiotics
1519,Jesus,Dog,Bulldog,11,Male,Coughing,Feline Leukemia,2023-09-11,Vitamins
1519,Jesus,Dog,Bulldog,11,Male,Itching,Myxomatosis,2023-09-03,Antibiotics
1520,Justin,Dog,German Shepherd,13,Female,Diarrhea,Psittacosis,2020-10-18,Anti-inflammatory
1520,Justin,Dog,German Shepherd,13,Female,Sneezing,Rabies,2020-09-28,Anti-inflammatory
1520,Justin,Dog,German Shepherd,13,Female,Loss of Appetite,Parvovirus,2023-12-22,Vitamins
1520,Justin,Dog,German Shepherd,13,Female,Lethargy,Feline Leukemia,2021-10-19,Vitamins
1520,Justin,Dog,German Shepherd,13,Female,Coughing,Wet Tail,2021-05-09,Vitamins
1520,Justin,Dog,German Shepherd,13,Female,Diarrhea,Feline Leukemia,2022-03-30,Pain Relievers
1520,Justin,Dog,German Shepherd,13,Female,Limping,Myxomatosis,2024-01-16,Antibiotics
1520,Justin,Dog,German Shepherd,13,Female,Itching,Rabies,2023-05-27,Deworming Medication
1521,Kenneth,Dog,Golden Retriever,7,Male,Itching,Wet Tail,2020-07-12,Deworming Medication
1521,Kenneth,Dog,Golden Retriever,7,Male,Limping,Myxomatosis,2022-09-20,Anti-inflammatory
1521,Kenneth,Dog,Golden Retriever,7,Male,Sneezing,Myxomatosis,2023-03-11,Anti-inflammatory
1521,Kenneth,Dog,Golden Retriever,7,Male,Itching,Myxomatosis,2021-08-20,Vitamins
1521,Kenneth,Dog,Golden Retriever,7,Male,Loss of Appetite,Rabies,2022-09-16,Anti-inflammatory
1521,Kenneth,Dog,Golden Retriever,7,Male,Diarrhea,Rabies,2022-12-01,Deworming Medication
1521,Kenneth,Dog,Golden Retriever,7,Male,Loss of Appetite,Myxomatosis,2023-08-30,Anti-inflammatory
1521,Kenneth,Dog,Golden Retriever,7,Male,Loss of Appetite,Parvovirus,2024-03-05,Anti-inflammatory
1522,Wendy,Hamster,Chinese,10,Female,Coughing,Rabies,2022-11-10,Anti-inflammatory
1522,Wendy,Hamster,Chinese,10,Female,Vomiting,Psittacosis,2023-01-17,Deworming Medication
1523,Crystal,Bird,Canary,2,Male,Loss of Appetite,Myxomatosis,2020-04-01,Vitamins
1523,Crystal,Bird,Canary,2,Male,Coughing,Feline Leukemia,2023-04-21,Anti-inflammatory
1523,Crystal,Bird,Canary,2,Male,Diarrhea,Wet Tail,2021-10-19,Vitamins
1523,Crystal,Bird,Canary,2,Male,Loss of Appetite,Parvovirus,2023-06-28,Deworming Medication
