id,company_id,disease,medicine,age,breed,pet_code,gender,pet_name,species,symptoms,treatment_date
7739,1,Parvovirus,Pain Relievers,1,Bbb,HS2072,MALE,summer,Dog ,Limping,2021-06-25
7740,43,Rabies,Deworming Medication,1,Breed5,CT202014,MALE,saman,CAT,Vomiting,2023-05-25
7741,1,Rabies,Anti-inflammatory,17,Persian Cross,HS2015,MALE,bady,Dog ,Itching,2021-11-25
7742,38,Feline Leukemia,Deworming Medication,4,Bulldog,PT2008,MALE,viki,Dog,Limping,2020-12-27
7743,1,Rabies,Anti-inflammatory,0,Bbb,HS2032,MALE,winter,Dog ,Vomiting,2023-02-28
7744,38,Myxomatosis,Vitamins,4,Bulldog,PT2008,MALE,viki,Dog,Lethargy,2024-06-20
7745,43,Feline Leukemia,Vitamins,2,breed 1,CT202004,FEMALE,tainy,DOG,Lethargy,2024-01-03
7746,1,Myxomatosis,Anti-inflammatory,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Sneezing,2021-08-13
7747,43,Distemper,Vitamins,0,Breed5,CT202012,FEMALE,Test 1,CAT,Sneezing,2021-04-30
7748,38,Parvovirus,Deworming Medication,16,Bulldog,PT2002,MALE,Luna,Dog,Diarrhea,2022-08-04
7749,43,Myxomatosis,Vitamins,0,Breed5,CT202012,FEMALE,Test 1,CAT,Diarrhea,2023-08-02
7750,43,Wet Tail,Pain Relievers,0,Breed5,CT202012,FEMALE,Test 1,CAT,Itching,2020-03-23
7751,1,Myxomatosis,Deworming Medication,2,Persian Cross,HS2018,MALE,baby,Dog ,Limping,2022-07-07
7752,43,Rabies,Anti-inflammatory,1,Breed5,CT202014,MALE,saman,CAT,Vomiting,2022-03-06
7753,1,Rabies,Anti-inflammatory,7,bbb,HS2077,FEMALE,tiki,Cat,Sneezing,2023-01-16
7754,43,Parvovirus,Antibiotics,2,Breed3,CT202015,MALE,roki,DOG,Diarrhea,2022-09-27
7755,43,Feline Leukemia,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Coughing,2023-09-11
7756,1,Psittacosis,Deworming Medication,1,Bbb,HS2072,MALE,summer,Dog ,Lethargy,2024-07-09
7757,43,Distemper,Antibiotics,6,Breed2,CT202003,FEMALE,tedi,CAT,Itching,2022-11-11
7758,1,Myxomatosis,Deworming Medication,2,Persian Cross,HS2018,MALE,baby,Dog ,Limping,2020-08-26
7759,43,Rabies,Pain Relievers,4,Breed1,CT202020,MALE,hiro,Wolf,Diarrhea,2022-11-06
7760,1,Feline Leukemia,Antibiotics,1,Bbb,HS2005,FEMALE,summer,Dog ,Sneezing,2023-09-24
7761,43,Feline Leukemia,Antibiotics,33,Breed3,CT202025,MALE,Seeba,DOG,Itching,2021-10-04
7762,38,Wet Tail,Antibiotics,5,American,PT2009,MALE,tomy,Rabbit,Itching,2021-05-31
7763,43,Distemper,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Lethargy,2024-01-19
7764,43,Myxomatosis,Anti-inflammatory,0,Breed5,CT202012,FEMALE,Test 1,CAT,Diarrhea,2022-10-17
7765,38,Rabies,Antibiotics,5,American,PT2009,MALE,tomy,Rabbit,Sneezing,2022-02-09
7766,38,Feline Leukemia,Deworming Medication,4,Bulldog,PT2008,MALE,viki,Dog,Coughing,2020-04-29
7767,1,Distemper,Anti-inflammatory,2,Bbb,HS2076,FEMALE,tina,Dog ,Itching,2023-08-30
7768,38,Parvovirus,Vitamins,5,American,PT2009,MALE,tomy,Rabbit,Coughing,2022-03-02
7769,1,Wet Tail,Deworming Medication,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Diarrhea,2024-03-25
7770,43,Myxomatosis,Antibiotics,2,Breed3,CT202015,MALE,roki,DOG,Itching,2024-03-23
7771,43,Feline Leukemia,Antibiotics,1,Breed2,CT202007,MALE,Chuti kity,CAT,Coughing,2023-08-06
7772,1,Rabies,Vitamins,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Loss of Appetite,2020-11-19
7773,38,Rabies,Antibiotics,16,Bulldog,PT2002,MALE,Luna,Dog,Itching,2022-10-15
7774,43,Feline Leukemia,Antibiotics,33,Breed3,CT202025,MALE,Seeba,DOG,Lethargy,2023-03-31
7775,43,Feline Leukemia,Antibiotics,2,breed 1,CT202004,FEMALE,tainy,DOG,Coughing,2021-08-01
7776,1,Wet Tail,Vitamins,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Diarrhea,2023-10-02
7777,1,Distemper,Deworming Medication,17,Persian Cross,HS2015,MALE,bady,Dog ,Vomiting,2023-06-28
7778,1,Distemper,Pain Relievers,3,Persian Cross,HS2028,MALE,viki,Dog ,Diarrhea,2020-09-06
7779,38,Myxomatosis,Vitamins,4,Bulldog,PT2008,MALE,viki,Dog,Loss of Appetite,2020-06-01
7780,1,Psittacosis,Vitamins,3,Persian Cross,HS2028,MALE,viki,Dog ,Limping,2021-04-22
7781,43,Myxomatosis,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Vomiting,2023-10-24
7782,43,Psittacosis,Anti-inflammatory,30,Breed3,CT202026,FEMALE,Roki,DOG,Diarrhea,2020-11-13
7783,1,Rabies,Deworming Medication,1,Bbb,HS2072,MALE,summer,Dog ,Diarrhea,2023-05-23
7784,43,Distemper,Antibiotics,1,Breed2,CT202016,MALE,chooti,CAT,Coughing,2023-05-21
7785,43,Wet Tail,Deworming Medication,0,Breed5,CT202012,FEMALE,Test 1,CAT,Lethargy,2021-03-02
7786,1,Psittacosis,Antibiotics,17,Persian Cross,HS2015,MALE,bady,Dog ,Loss of Appetite,2023-12-14
7787,1,Parvovirus,Antibiotics,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Limping,2023-01-22
7788,1,Distemper,Anti-inflammatory,1,Bbb,HS2005,FEMALE,summer,Dog ,Limping,2020-06-02
7789,38,Rabies,Anti-inflammatory,16,Bulldog,PT2002,MALE,Luna,Dog,Sneezing,2022-02-11
7790,1,Feline Leukemia,Vitamins,17,Persian Cross,HS2015,MALE,bady,Dog ,Loss of Appetite,2021-03-05
7791,1,Wet Tail,Anti-inflammatory,2,Persian Cross,HS2018,MALE,baby,Dog ,Itching,2022-02-09
7792,43,Rabies,Pain Relievers,0,Breed5,CT202012,FEMALE,Test 1,CAT,Itching,2023-04-12
7793,43,Myxomatosis,Deworming Medication,1,Breed2,CT202007,MALE,Chuti kity,CAT,Sneezing,2023-01-26
7794,38,Wet Tail,Anti-inflammatory,16,Bulldog,PT2002,MALE,Luna,Dog,Vomiting,2020-02-15
7795,43,Psittacosis,Antibiotics,3,breed 1,CT202002,MALE,tomy,DOG,Coughing,2020-02-10
7796,1,Myxomatosis,Anti-inflammatory,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Itching,2022-06-23
7797,43,Feline Leukemia,Deworming Medication,4,Breed1,CT202020,MALE,hiro,Wolf,Vomiting,2020-02-09
7798,43,Wet Tail,Deworming Medication,0,Breed5,CT202012,FEMALE,Test 1,CAT,Lethargy,2022-11-27
7799,43,Wet Tail,Antibiotics,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Coughing,2022-02-11
7800,43,Rabies,Vitamins,2,breed 1,CT202004,FEMALE,tainy,DOG,Diarrhea,2024-02-21
7801,43,Wet Tail,Pain Relievers,2,breed 1,CT202004,FEMALE,tainy,DOG,Loss of Appetite,2020-11-30
7802,43,Distemper,Pain Relievers,3,breed 1,CT202002,MALE,tomy,DOG,Lethargy,2021-03-07
7803,43,Rabies,Deworming Medication,0,Breed5,CT202012,FEMALE,Test 1,CAT,Loss of Appetite,2020-10-31
7804,38,Myxomatosis,Vitamins,5,American,PT2009,MALE,tomy,Rabbit,Diarrhea,2023-05-23
7805,1,Rabies,Pain Relievers,17,Persian Cross,HS2015,MALE,bady,Dog ,Lethargy,2020-01-31
7806,1,Feline Leukemia,Deworming Medication,17,Persian Cross,HS2015,MALE,bady,Dog ,Itching,2021-11-30
7807,38,Distemper,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Lethargy,2020-10-09
7808,43,Feline Leukemia,Pain Relievers,1,Breed5,CT202014,MALE,saman,CAT,Vomiting,2021-04-10
7809,43,Parvovirus,Antibiotics,0,Breed5,CT202012,FEMALE,Test 1,CAT,Loss of Appetite,2023-04-24
7810,38,Wet Tail,Vitamins,5,American,PT2009,MALE,tomy,Rabbit,Itching,2023-09-24
7811,1,Psittacosis,Vitamins,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Itching,2021-11-03
7812,1,Feline Leukemia,Pain Relievers,1,Bbb,HS2072,MALE,summer,Dog ,Loss of Appetite,2020-10-19
7813,1,Feline Leukemia,Vitamins,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Itching,2020-03-25
7814,43,Psittacosis,Antibiotics,1,Breed2,CT202016,MALE,chooti,CAT,Sneezing,2022-06-04
7815,38,Myxomatosis,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Itching,2023-01-29
7816,38,Distemper,Antibiotics,4,Bulldog,PT2008,MALE,viki,Dog,Vomiting,2020-09-24
7817,1,Parvovirus,Pain Relievers,1,Bbb,HS2072,MALE,summer,Dog ,Loss of Appetite,2022-01-27
7818,38,Distemper,Pain Relievers,1,Beagle,PT2003,FEMALE,Leo,Dog,Sneezing,2022-06-11
7819,43,Distemper,Pain Relievers,6,Breed2,CT202003,FEMALE,tedi,CAT,Limping,2021-07-29
7820,43,Rabies,Pain Relievers,1,Breed5,CT202014,MALE,saman,CAT,Lethargy,2020-10-02
7821,38,Feline Leukemia,Vitamins,4,Bulldog,PT2008,MALE,viki,Dog,Vomiting,2021-10-13
7822,38,Distemper,Anti-inflammatory,4,Bulldog,PT2008,MALE,viki,Dog,Diarrhea,2021-11-11
7823,1,Feline Leukemia,Pain Relievers,3,Persian Cross,HS2028,MALE,viki,Dog ,Vomiting,2024-07-08
7824,1,Rabies,Deworming Medication,7,bbb,HS2077,FEMALE,tiki,Cat,Sneezing,2020-11-26
7825,1,Distemper,Vitamins,7,bbb,HS2077,FEMALE,tiki,Cat,Loss of Appetite,2020-02-02
7826,43,Rabies,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Diarrhea,2024-06-26
7827,43,Psittacosis,Antibiotics,33,Breed3,CT202025,MALE,Seeba,DOG,Sneezing,2021-08-02
7828,38,Rabies,Anti-inflammatory,16,Bulldog,PT2002,MALE,Luna,Dog,Limping,2022-04-17
7829,43,Rabies,Deworming Medication,1,Breed5,CT202014,MALE,saman,CAT,Diarrhea,2022-05-28
7830,1,Myxomatosis,Vitamins,1,Bbb,HS2072,MALE,summer,Dog ,Lethargy,2021-04-07
7831,43,Feline Leukemia,Vitamins,2,Breed3,CT202015,MALE,roki,DOG,Coughing,2022-07-16
7832,43,Myxomatosis,Vitamins,1,Breed2,CT202016,MALE,chooti,CAT,Coughing,2021-12-07
7833,43,Feline Leukemia,Antibiotics,1,Breed2,CT202016,MALE,chooti,CAT,Diarrhea,2022-11-22
7834,1,Distemper,Vitamins,1,Bbb,HS2005,FEMALE,summer,Dog ,Itching,2021-05-15
7835,43,Rabies,Pain Relievers,0,Breed5,CT202012,FEMALE,Test 1,CAT,Coughing,2022-11-15
7836,1,Parvovirus,Deworming Medication,2,Persian Cross,HS2018,MALE,baby,Dog ,Loss of Appetite,2024-04-03
7837,43,Feline Leukemia,Anti-inflammatory,1,breed 1,CT202005,MALE,tobi,DOG,Lethargy,2023-03-03
7838,38,Parvovirus,Anti-inflammatory,1,Beagle,PT2003,FEMALE,Leo,Dog,Loss of Appetite,2024-03-05
7839,1,Feline Leukemia,Deworming Medication,2,Bbb,HS2076,FEMALE,tina,Dog ,Vomiting,2022-09-11
7840,1,Rabies,Deworming Medication,7,bbb,HS2077,FEMALE,tiki,Cat,Limping,2024-05-13
7841,1,Distemper,Deworming Medication,2,Persian Cross,HS2018,MALE,baby,Dog ,Itching,2021-12-22
7842,38,Psittacosis,Antibiotics,16,Bulldog,PT2002,MALE,Luna,Dog,Loss of Appetite,2020-03-27
7843,38,Rabies,Anti-inflammatory,16,Bulldog,PT2002,MALE,Luna,Dog,Sneezing,2022-08-18
7844,1,Myxomatosis,Anti-inflammatory,3,Persian Cross,HS2028,MALE,viki,Dog ,Itching,2022-03-15
7845,1,Myxomatosis,Vitamins,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Sneezing,2024-04-11
7846,43,Rabies,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Loss of Appetite,2022-08-31
7847,43,Distemper,Antibiotics,30,Breed3,CT202026,FEMALE,Roki,DOG,Coughing,2021-12-03
7848,43,Myxomatosis,Antibiotics,1,Breed2,CT202016,MALE,chooti,CAT,Limping,2023-10-05
7849,38,Myxomatosis,Anti-inflammatory,4,Bulldog,PT2008,MALE,viki,Dog,Itching,2022-08-23
7850,1,Feline Leukemia,Deworming Medication,17,Persian Cross,HS2015,MALE,bady,Dog ,Lethargy,2021-12-23
7851,43,Rabies,Antibiotics,2,Breed3,CT202015,MALE,roki,DOG,Loss of Appetite,2020-09-20
7852,1,Psittacosis,Antibiotics,2,Persian Cross,HS2018,MALE,baby,Dog ,Sneezing,2020-10-04
7853,43,Feline Leukemia,Anti-inflammatory,30,Breed3,CT202026,FEMALE,Roki,DOG,Coughing,2020-06-11
7854,1,Wet Tail,Anti-inflammatory,1,Bbb,HS2072,MALE,summer,Dog ,Loss of Appetite,2022-02-16
7855,1,Feline Leukemia,Vitamins,2,Persian Cross,HS2018,MALE,baby,Dog ,Loss of Appetite,2023-11-22
7856,43,Wet Tail,Deworming Medication,2,breed 1,CT202004,FEMALE,tainy,DOG,Diarrhea,2022-06-24
7857,43,Rabies,Pain Relievers,2,breed 1,CT202004,FEMALE,tainy,DOG,Sneezing,2020-02-23
7858,1,Distemper,Deworming Medication,2,Persian Cross,HS2018,MALE,baby,Dog ,Limping,2024-01-31
7859,1,Distemper,Anti-inflammatory,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Sneezing,2022-03-30
7860,43,Rabies,Deworming Medication,3,breed 1,CT202002,MALE,tomy,DOG,Lethargy,2021-11-20
7861,1,Myxomatosis,Pain Relievers,2,Bbb,HS2076,FEMALE,tina,Dog ,Coughing,2020-11-27
7862,43,Rabies,Anti-inflammatory,3,breed 1,CT202002,MALE,tomy,DOG,Limping,2021-03-12
7863,1,Psittacosis,Anti-inflammatory,1,Bbb,HS2072,MALE,summer,Dog ,Lethargy,2022-10-07
7864,38,Parvovirus,Pain Relievers,4,Bulldog,PT2008,MALE,viki,Dog,Limping,2021-08-21
7865,1,Feline Leukemia,Antibiotics,17,Persian Cross,HS2015,MALE,bady,Dog ,Itching,2023-05-01
7866,43,Parvovirus,Anti-inflammatory,2,breed 1,CT202004,FEMALE,tainy,DOG,Vomiting,2021-12-13
7867,43,Parvovirus,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Itching,2022-09-27
7868,1,Parvovirus,Anti-inflammatory,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Vomiting,2021-05-26
7869,43,Feline Leukemia,Vitamins,0,Breed5,CT202012,FEMALE,Test 1,CAT,Coughing,2021-07-23
7870,1,Wet Tail,Antibiotics,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Limping,2022-04-11
7871,43,Myxomatosis,Pain Relievers,2,breed 1,CT202004,FEMALE,tainy,DOG,Sneezing,2022-05-04
7872,1,Wet Tail,Antibiotics,2,Persian Cross,HS2018,MALE,baby,Dog ,Loss of Appetite,2020-01-29
7873,43,Myxomatosis,Deworming Medication,1,Breed2,CT202016,MALE,chooti,CAT,Diarrhea,2022-04-21
7874,38,Rabies,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Diarrhea,2020-10-26
7875,38,Parvovirus,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Limping,2020-05-12
7876,43,Parvovirus,Antibiotics,1,Breed5,CT202014,MALE,saman,CAT,Itching,2022-07-01
7877,38,Rabies,Antibiotics,4,Bulldog,PT2008,MALE,viki,Dog,Lethargy,2021-01-23
7878,1,Feline Leukemia,Antibiotics,1,Bbb,HS2072,MALE,summer,Dog ,Sneezing,2023-10-20
7879,43,Wet Tail,Vitamins,1,breed 1,CT202005,MALE,tobi,DOG,Limping,2022-11-10
7880,43,Distemper,Vitamins,3,breed 1,CT202002,MALE,tomy,DOG,Diarrhea,2021-01-04
7881,43,Psittacosis,Deworming Medication,3,breed 1,CT202002,MALE,tomy,DOG,Loss of Appetite,2020-01-03
7882,38,Wet Tail,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Loss of Appetite,2020-03-05
7883,1,Myxomatosis,Anti-inflammatory,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Limping,2024-03-07
7884,43,Wet Tail,Deworming Medication,1,breed 1,CT202005,MALE,tobi,DOG,Sneezing,2024-01-31
7885,1,Wet Tail,Vitamins,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Coughing,2022-09-13
7886,43,Feline Leukemia,Vitamins,1,Breed5,CT202011,FEMALE,baby,CAT,Vomiting,2021-07-12
7887,38,Parvovirus,Pain Relievers,16,Bulldog,PT2002,MALE,Luna,Dog,Itching,2021-04-28
7888,43,Myxomatosis,Deworming Medication,1,breed 1,CT202005,MALE,tobi,DOG,Sneezing,2021-09-10
7889,43,Wet Tail,Pain Relievers,3,breed 1,CT202002,MALE,tomy,DOG,Coughing,2022-06-04
7890,43,Myxomatosis,Pain Relievers,2,Breed3,CT202015,MALE,roki,DOG,Vomiting,2023-03-22
7891,43,Myxomatosis,Anti-inflammatory,4,Breed1,CT202020,MALE,hiro,Wolf,Loss of Appetite,2022-10-16
7892,1,Rabies,Anti-inflammatory,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Limping,2020-10-16
7893,43,Myxomatosis,Deworming Medication,30,Breed3,CT202026,FEMALE,Roki,DOG,Limping,2022-09-06
7894,43,Feline Leukemia,Deworming Medication,1,Breed5,CT202011,FEMALE,baby,CAT,Limping,2021-06-22
7895,38,Myxomatosis,Deworming Medication,4,Bulldog,PT2008,MALE,viki,Dog,Coughing,2022-04-05
7896,43,Myxomatosis,Pain Relievers,2,breed 1,CT202004,FEMALE,tainy,DOG,Limping,2023-10-02
7897,1,Psittacosis,Antibiotics,1,Bbb,HS2005,FEMALE,summer,Dog ,Itching,2021-10-23
7898,1,Distemper,Vitamins,17,Persian Cross,HS2015,MALE,bady,Dog ,Itching,2021-05-03
7899,1,Psittacosis,Pain Relievers,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Coughing,2020-09-26
7900,43,Myxomatosis,Vitamins,1,breed 1,CT202005,MALE,tobi,DOG,Itching,2020-12-22
7901,1,Psittacosis,Anti-inflammatory,2,Persian Cross,HS2018,MALE,baby,Dog ,Coughing,2021-09-19
7902,43,Distemper,Deworming Medication,1,Breed5,CT202014,MALE,saman,CAT,Vomiting,2021-03-15
7903,1,Distemper,Deworming Medication,2,Persian Cross,HS2018,MALE,baby,Dog ,Loss of Appetite,2022-02-15
7904,1,Wet Tail,Antibiotics,2,Bbb,HS2076,FEMALE,tina,Dog ,Limping,2024-04-25
7905,38,Psittacosis,Deworming Medication,16,Bulldog,PT2002,MALE,Luna,Dog,Coughing,2021-11-24
7906,43,Distemper,Antibiotics,1,Breed2,CT202007,MALE,Chuti kity,CAT,Loss of Appetite,2022-08-27
7907,43,Parvovirus,Pain Relievers,6,Breed2,CT202003,FEMALE,tedi,CAT,Diarrhea,2022-09-16
7908,43,Distemper,Antibiotics,1,breed 1,CT202005,MALE,tobi,DOG,Limping,2022-09-18
7909,1,Feline Leukemia,Anti-inflammatory,7,bbb,HS2077,FEMALE,tiki,Cat,Sneezing,2020-06-20
7910,43,Distemper,Pain Relievers,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Lethargy,2022-11-19
7911,1,Rabies,Anti-inflammatory,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Coughing,2020-07-13
7912,38,Feline Leukemia,Pain Relievers,5,American,PT2009,MALE,tomy,Rabbit,Diarrhea,2023-11-11
7913,1,Distemper,Deworming Medication,17,Persian Cross,HS2015,MALE,bady,Dog ,Vomiting,2023-05-25
7914,1,Distemper,Anti-inflammatory,0,Bbb,HS2032,MALE,winter,Dog ,Sneezing,2022-12-28
7915,43,Rabies,Deworming Medication,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Diarrhea,2022-07-20
7916,43,Distemper,Pain Relievers,4,Breed1,CT202020,MALE,hiro,Wolf,Coughing,2020-02-12
7917,1,Parvovirus,Antibiotics,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Sneezing,2024-05-08
7918,43,Myxomatosis,Anti-inflammatory,1,Breed2,CT202007,MALE,Chuti kity,CAT,Vomiting,2022-05-11
7919,1,Psittacosis,Antibiotics,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Lethargy,2022-04-18
7920,1,Psittacosis,Antibiotics,1,Bbb,HS2072,MALE,summer,Dog ,Diarrhea,2022-06-03
7921,1,Rabies,Vitamins,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Limping,2024-04-16
7922,43,Feline Leukemia,Pain Relievers,6,Breed2,CT202003,FEMALE,tedi,CAT,Sneezing,2021-03-12
7923,1,Myxomatosis,Antibiotics,17,Persian Cross,HS2015,MALE,bady,Dog ,Lethargy,2024-05-10
7924,1,Distemper,Antibiotics,7,bbb,HS2077,FEMALE,tiki,Cat,Diarrhea,2024-06-16
7925,43,Wet Tail,Pain Relievers,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Diarrhea,2020-06-10
7926,1,Rabies,Deworming Medication,2,Bbb,HS2076,FEMALE,tina,Dog ,Vomiting,2022-02-22
7927,43,Distemper,Deworming Medication,1,breed 1,CT202005,MALE,tobi,DOG,Itching,2021-04-05
7928,1,Parvovirus,Anti-inflammatory,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Diarrhea,2023-12-21
7929,43,Wet Tail,Deworming Medication,30,Breed3,CT202026,FEMALE,Roki,DOG,Itching,2020-06-06
7930,43,Parvovirus,Deworming Medication,6,Breed2,CT202003,FEMALE,tedi,CAT,Coughing,2020-06-28
7931,43,Rabies,Antibiotics,1,Breed5,CT202014,MALE,saman,CAT,Vomiting,2022-11-14
7932,1,Parvovirus,Deworming Medication,1,Bbb,HS2072,MALE,summer,Dog ,Coughing,2020-10-20
7933,38,Psittacosis,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Diarrhea,2020-10-08
7934,43,Feline Leukemia,Pain Relievers,2,Breed3,CT202015,MALE,roki,DOG,Loss of Appetite,2021-03-16
7935,43,Rabies,Pain Relievers,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Loss of Appetite,2023-09-21
7936,43,Rabies,Anti-inflammatory,30,Breed3,CT202026,FEMALE,Roki,DOG,Limping,2021-01-18
7937,1,Rabies,Deworming Medication,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Limping,2020-09-28
7938,43,Feline Leukemia,Anti-inflammatory,3,breed 1,CT202002,MALE,tomy,DOG,Vomiting,2022-11-13
7939,1,Wet Tail,Antibiotics,2,Persian Cross,HS2018,MALE,baby,Dog ,Sneezing,2022-04-30
7940,1,Myxomatosis,Pain Relievers,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Diarrhea,2022-10-21
7941,1,Distemper,Pain Relievers,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Limping,2020-05-31
7942,1,Rabies,Vitamins,7,bbb,HS2077,FEMALE,tiki,Cat,Loss of Appetite,2022-06-02
7943,43,Distemper,Deworming Medication,1,Breed5,CT202011,FEMALE,baby,CAT,Vomiting,2020-11-02
7944,38,Myxomatosis,Anti-inflammatory,4,Bulldog,PT2008,MALE,viki,Dog,Itching,2021-05-10
7945,38,Psittacosis,Deworming Medication,1,Beagle,PT2003,FEMALE,Leo,Dog,Limping,2024-02-24
7946,43,Parvovirus,Deworming Medication,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Lethargy,2020-04-16
7947,43,Parvovirus,Pain Relievers,2,Breed3,CT202015,MALE,roki,DOG,Itching,2022-02-10
7948,1,Wet Tail,Vitamins,3,Persian Cross,HS2028,MALE,viki,Dog ,Sneezing,2022-09-29
7949,43,Rabies,Deworming Medication,3,breed 1,CT202002,MALE,tomy,DOG,Loss of Appetite,2023-12-18
7950,1,Psittacosis,Deworming Medication,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Diarrhea,2022-12-30
7951,1,Parvovirus,Anti-inflammatory,17,Persian Cross,HS2015,MALE,bady,Dog ,Diarrhea,2021-01-17
7952,43,Psittacosis,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Lethargy,2020-05-02
7953,43,Parvovirus,Anti-inflammatory,1,breed 1,CT202005,MALE,tobi,DOG,Lethargy,2021-04-08
7954,43,Wet Tail,Deworming Medication,1,Breed2,CT202007,MALE,Chuti kity,CAT,Limping,2022-09-21
7955,43,Parvovirus,Pain Relievers,3,breed 1,CT202002,MALE,tomy,DOG,Lethargy,2021-10-11
7956,38,Parvovirus,Pain Relievers,5,American,PT2009,MALE,tomy,Rabbit,Coughing,2022-03-01
7957,43,Feline Leukemia,Pain Relievers,0,Breed5,CT202012,FEMALE,Test 1,CAT,Limping,2021-01-10
7958,1,Myxomatosis,Anti-inflammatory,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Coughing,2023-09-29
7959,38,Feline Leukemia,Deworming Medication,4,Bulldog,PT2008,MALE,viki,Dog,Diarrhea,2023-08-11
7960,43,Rabies,Antibiotics,3,breed 1,CT202002,MALE,tomy,DOG,Itching,2023-10-31
7961,1,Myxomatosis,Pain Relievers,1,Bbb,HS2072,MALE,summer,Dog ,Itching,2021-10-18
7962,1,Wet Tail,Anti-inflammatory,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Diarrhea,2021-08-06
7963,1,Parvovirus,Pain Relievers,0,Bbb,HS2032,MALE,winter,Dog ,Coughing,2020-03-18
7964,43,Rabies,Pain Relievers,1,breed 1,CT202005,MALE,tobi,DOG,Lethargy,2020-05-28
7965,1,Rabies,Deworming Medication,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Vomiting,2020-11-19
7966,1,Psittacosis,Deworming Medication,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Coughing,2021-03-05
7967,43,Wet Tail,Antibiotics,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Diarrhea,2024-03-14
7968,1,Myxomatosis,Pain Relievers,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Loss of Appetite,2023-05-28
7969,1,Rabies,Vitamins,7,bbb,HS2077,FEMALE,tiki,Cat,Lethargy,2022-07-12
7970,43,Feline Leukemia,Deworming Medication,2,breed 1,CT202004,FEMALE,tainy,DOG,Vomiting,2023-10-27
7971,1,Parvovirus,Anti-inflammatory,0,Bbb,HS2032,MALE,winter,Dog ,Vomiting,2022-07-14
7972,38,Psittacosis,Pain Relievers,5,American,PT2009,MALE,tomy,Rabbit,Lethargy,2023-01-10
7973,1,Distemper,Pain Relievers,0,Bbb,HS2032,MALE,winter,Dog ,Sneezing,2020-08-10
7974,1,Psittacosis,Vitamins,7,bbb,HS2077,FEMALE,tiki,Cat,Itching,2021-05-14
7975,1,Psittacosis,Pain Relievers,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Lethargy,2021-01-14
7976,1,Myxomatosis,Anti-inflammatory,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Itching,2022-10-09
7977,43,Rabies,Vitamins,1,Breed5,CT202014,MALE,saman,CAT,Limping,2020-04-20
7978,1,Feline Leukemia,Anti-inflammatory,17,Persian Cross,HS2015,MALE,bady,Dog ,Lethargy,2023-03-02
